Id,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,MIDDLE,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,FIPS,ZIP,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE,INCOME,CHANGEDONDATE
21d26e56-f4e6-779d-e0d1-bdd371d8e4aa,2001-08-18,null,999-74-2047,S99939062,X5139923X,Ms.,Pei116,Yer774,Anderson154,null,null,null,native,nonhispanic,F,Spencer  Massachusetts  US,811 Corwin Trailer,North Brookfield,Massachusetts,Worcester County,25027,1535,42.30305127652608,-72.0966777642271,61044.44,15353.28,36480,2023-12-31T15:33:00.000Z
5a3a689b-77d6-6c1a-7a86-a9c1b9b6847c,1977-01-13,null,999-68-8032,S99943881,X20976043X,Ms.,Carolina179,Maricarmen445,Otero621,null,null,S,white,hispanic,F,Bayamon  Puerto Rico  PR,234 Considine Trafficway,Wales,Massachusetts,Hampden County,null,0,42.06588659808313,-72.25779487482973,442640.29,289687.14,96411,2023-12-31T15:33:00.000Z
0bc53e6a-8820-ded4-57c5-7ccc6355354c,1976-09-21,null,999-83-2319,S99917166,X77212138X,Ms.,Marisha663,Linda558,Carter549,null,null,S,white,nonhispanic,F,Lawrence  Massachusetts  US,873 Strosin Rapid Apt 42,Whitman,Massachusetts,Plymouth County,null,0,42.11271885905125,-70.98132688873395,226219.18,522194.56,29352,2023-12-31T15:33:00.000Z
c055bc9e-ce1a-b116-287a-be9162e35a2f,1999-02-24,null,999-70-3034,S99963737,X49455357X,Ms.,Nicki254,Cherly215,Jacobi462,null,null,null,black,nonhispanic,F,Salem  Massachusetts  US,798 Stanton Esplanade,Boston,Massachusetts,Suffolk County,25025,2113,42.34024487370793,-71.08674318037184,143573.39,331662.12,119795,2023-12-31T15:33:00.000Z
d6cc7569-5f31-9648-ec6a-e1162b32b183,2008-06-07,null,999-59-4941,S99999666,null,null,Diamond340,Mirtha993,Keebler762,null,null,null,white,nonhispanic,F,North Attleborough  Massachusetts  US,905 Smitham Bay,Braintree,Massachusetts,Norfolk County,25021,2184,42.23763485989078,-71.01856199572187,56729.23,13905.95,94205,2023-12-31T15:33:00.000Z
780fe740-20fb-07ee-1fbd-3fafa9f5df91,2009-08-20,null,999-71-1449,null,null,null,Stanton715,Dion244,Kassulke119,null,null,null,white,nonhispanic,M,Taunton  Massachusetts  US,539 Grady Fork Suite 43,Leominster,Massachusetts,Worcester County,25027,1453,42.58333186214607,-71.81775391413706,3969.77,55724.98,24218,2023-12-31T15:33:00.000Z
cca2c7f0-a2aa-94e5-ccea-cb78a7d38652,1972-01-25,null,999-36-7955,S99988067,X10446987X,Mrs.,Margarette462,Britt177,West559,null,Heidenreich818,D,white,nonhispanic,F,Chelmsford  Massachusetts  US,756 Schaefer Row Apt 84,Yarmouth,Massachusetts,Barnstable County,null,0,41.66687013330817,-70.21884616593829,119874.42,921478.76,124775,2023-12-31T15:33:00.000Z
3c7e37b0-c610-bc9a-d75a-f782e5dc7598,2023-01-18,null,999-74-5035,null,null,null,Lael572,Anitra287,Schuppe920,null,null,null,white,nonhispanic,F,Boston  Massachusetts  US,752 Simonis Gate Suite 16,Holyoke,Massachusetts,Hampden County,25013,1040,42.238972527131395,-72.61396083967448,4871.79,0,545255,2023-12-31T15:33:00.000Z
37713015-cfb5-bf1a-70eb-970101f32341,2018-04-09,null,999-80-8977,null,null,null,Yun266,Norah104,Ernser583,null,null,null,white,nonhispanic,F,Holliston  Massachusetts  US,376 Ullrich Knoll Unit 86,Fairhaven,Massachusetts,Bristol County,null,0,41.66850728829945,-70.89735592991482,15979.43,4193.28,35486,2023-12-31T15:33:00.000Z
d426334c-a982-3a31-7e0f-ca3c7fe01310,1960-05-07,null,999-80-9251,S99966941,X9157439X,Mrs.,Anita473,Berta524,Sánchez310,null,Rodarte647,W,white,hispanic,F,Santiago de los Caballeros  Santiago  DO,977 White Row,Beverly,Massachusetts,Essex County,25009,1915,42.52092525310356,-70.87359962405826,955755.57,1280069.64,61016,2023-12-31T15:33:00.000Z
cb1b46a1-9cb5-1187-ccc5-9fb7b98aa957,1982-12-09,null,999-83-1974,S99951357,X10229924X,Mr.,Grady603,Delmar187,Swaniawski813,null,null,M,white,nonhispanic,M,Springfield  Massachusetts  US,623 Crooks Street,Sharon,Massachusetts,Norfolk County,25021,2067,42.143164212405836,-71.1705288770304,302685.62,87202.01,63727,2023-12-31T15:33:00.000Z
f339a5f7-0b09-3072-2b01-7c8e8ca2c1fc,1951-11-22,null,999-66-2146,S99975537,X26025438X,Ms.,Blanca837,Allyn942,Reinger292,null,null,S,asian,nonhispanic,F,Millis-Clicquot  Massachusetts  US,698 Hagenes Annex,Boston,Massachusetts,Suffolk County,25025,2116,42.4217635057772,-71.00480708754442,655129.7,381212.81,92537,2023-12-31T15:33:00.000Z
123456789,2000-09-10,null,999-00-0001,null,X83694889XZ,Mrs.,Orange33,null,Flson567,null,null,M,white,nonhispanic,F,null,null,null,null,null,null,null,null,null,null,null,null,null
null,2000-01-01,null,999-27-0000,S999951011,X83694889XY,Mrs.,Apple12,null,Pinkson567,null,null,M,white,nonhispanic,F,null,null,null,null,null,null,null,null,null,null,null,null,2025-02-13T00:00:00.000Z
